Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Rango_Descanso
Male,Product,No,2,6,7.8,0.59,51,5.6,2,1,5,8,1,6.0
Female,Product,No,3,6,8.1,0.61,55,5.4,2,3,4,13,0,5.5
Female,Product,No,2,3,6.4,0.42,49,4.8,1,3,5,18,0,5.0
Male,Service,Yes,1,2,5.5,0.36,37,7.6,4,4,2,13,2,8.0
Female,Product,Yes,4,7,7.357732133801465,0.63,56,5.2,2,2,5,5,0,5.5
Female,Service,No,0,2,3.6010127602677686,0.22,39,6.9,5,5,3,16,2,7.0
Female,Service,Yes,3,5,5.1,0.44,55,5.6,2,3,5,5,0,6.0
Female,Product,Yes,2,4,4.9,0.43,54,4.8,2,2,4,14,1,5.0
Male,Product,No,2,4,5.2,0.37,36,7.5,5,4,3,3,4,7.5
Female,Product,No,1,3,4.592311201440122,0.33,41,8.0,3,3,2,15,4,8.0
Female,Service,No,0,1,1.2,0.07,41,7.8,4,3,2,9,4,8.0
Male,Product,Yes,2,4,3.7,0.23,44,7.0,4,3,3,13,3,7.0
Female,Product,No,1,2,5.623237307689393,0.43,52,6.2,2,2,5,13,1,6.5
Male,Product,Yes,0,1,2.5980100767674967,0.11,39,7.1,4,3,2,15,2,7.5
Male,Service,No,3,6,7.8,0.74,50,6.0,2,3,5,15,1,6.0
Female,Service,Yes,2,5,5.617314471707658,0.44,57,5.2,2,1,5,18,1,5.5
Female,Service,Yes,2,3,5.3,0.29,37,7.2,4,5,2,8,3,7.5
Female,Service,No,3,6,5.7,0.53,58,5.9,2,2,4,17,1,6.0
Male,Service,Yes,2,4,6.0,0.4,42,6.5,5,3,2,18,2,6.5
Female,Service,No,3,6,7.5,0.53,55,5.5,1,3,4,16,0,5.5
Male,Product,No,2,5,7.6,0.58,58,6.1,2,2,4,15,0,6.5
Male,Service,No,4,8,7.5,0.77,51,5.9,2,3,4,8,1,6.0
Male,Product,Yes,3,7,6.8,0.64,58,6.1,1,2,5,15,1,6.5
Male,Service,Yes,4,7,8.4,0.66,55,6.1,1,3,5,4,0,6.5
Female,Product,Yes,2,4,6.3,0.47,57,5.6,1,2,5,3,1,6.0
Male,Service,Yes,3,5,4.6,0.37,40,6.6,4,5,3,3,4,7.0
Male,Service,No,3,7,7.6,0.72,57,5.3,2,2,4,13,1,5.5
Female,Service,Yes,2,3,5.9,0.39,44,6.3,4,5,2,14,4,6.5
Male,Service,Yes,2,3,5.1,0.42,50,5.4,1,3,5,4,1,5.5
Female,Service,No,2,3,4.4,0.38,44,6.3,4,3,3,8,5,6.5
Female,Product,No,3,5,8.3,0.66,49,5.5,2,2,4,16,0,5.5
Female,Service,No,4,6,5.6,0.5,56,6.2,2,3,4,9,0,6.5
Female,Service,No,0,1,4.6,0.31,36,7.5,3,4,1,4,3,7.5
Male,Product,No,2,5,8.3,0.71,56,6.0,1,1,5,15,0,6.0
Male,Service,Yes,3,7,9.0,0.75,57,5.5,2,1,5,5,0,5.5
Female,Product,No,3,5,5.6,0.51,49,6.9,2,1,4,3,1,7.0
Male,Service,No,4,7,6.9,0.62,49,5.5,1,1,5,10,1,5.5
Female,Product,No,2,6,7.0,0.54,50,5.2,1,2,5,12,0,5.5
Female,Service,Yes,1,3,4.685566015397095,0.34,40,6.4,4,4,2,19,2,6.5
Female,Service,Yes,3,7,7.0,0.71,50,5.5,2,2,4,12,1,5.5
Male,Service,Yes,2,3,5.1,0.36,40,7.0,5,4,2,18,2,7.0
Male,Service,No,2,4,3.6,0.3,40,7.3,5,5,2,5,5,7.5
Male,Service,Yes,2,5,5.0,0.3,38,6.7,4,5,2,7,4,7.0
Male,Product,Yes,2,4,4.4,0.38,44,6.7,5,3,1,4,5,7.0
Female,Product,Yes,1,2,4.3,0.28,39,6.2,3,3,1,4,4,6.5
Female,Product,No,1,3,5.4,0.37,40,8.0,5,4,2,13,3,8.0
Male,Service,No,1,1,0.0,0.01,35,6.9,3,3,3,5,5,7.0
Male,Service,No,3,6,5.8,0.52,51,4.7,1,2,4,8,1,5.0
Male,Product,Yes,2,5,6.8,0.58,57,6.0,2,2,4,6,1,6.0
Male,Product,Yes,1,3,6.8,0.48,52,5.9,2,2,5,11,0,6.0
Female,Service,Yes,3,5,5.8,0.45,51,6.7,1,2,4,15,0,7.0
Female,Product,No,1,2,3.626978584020926,0.22,43,6.8,4,4,3,17,3,7.0
Female,Service,No,2,3,2.4,0.14,36,6.5,4,4,2,4,2,6.5
Female,Service,No,3,5,8.3,0.63,50,5.6,1,2,4,16,0,6.0
Female,Service,Yes,2,4,5.7,0.42,54,6.1,2,3,5,5,0,6.5
Male,Product,Yes,2,6,7.6,0.63,59,4.9,1,2,4,13,1,5.0
Female,Product,No,3,5,6.3,0.57,57,6.1,2,3,5,10,0,6.5
Female,Product,Yes,2,3,3.8,0.16,39,7.0,5,5,2,5,4,7.0
Male,Service,Yes,2,5,7.0,0.48,52,6.0,2,1,4,17,1,6.0
Male,Service,No,3,7,7.1,0.59,57,5.9,2,2,4,10,1,6.0
Female,Product,Yes,0,1,1.9,0.11,43,7.7,5,4,2,4,5,8.0
Female,Service,Yes,0,1,0.0,0.0,43,8.1,3,5,1,5,2,8.5
Female,Product,Yes,1,3,1.9,0.14,38,6.5,4,4,2,12,2,6.5
Male,Product,No,3,4,5.6,0.5,49,5.5,2,2,5,8,1,5.5
Female,Service,Yes,3,5,6.4,0.48,51,4.9,1,2,5,8,1,5.0
Male,Service,No,4,8,6.8,0.62,48,4.8,2,1,4,10,0,5.0
Female,Service,Yes,5,10,7.3,0.73,58,6.4,1,2,4,13,0,6.5
Female,Service,No,3,6,5.6,0.42,53,5.2,2,3,5,12,1,5.5
Female,Service,Yes,3,5,5.4,0.44,52,5.5,2,1,4,5,1,5.5
Female,Product,Yes,4,8,7.3,0.73,59,5.2,2,3,5,8,0,5.5
Female,Product,Yes,3,4,5.0,0.37,42,7.5,3,5,1,5,2,7.5
Female,Service,Yes,2,3,4.4,0.27,41,7.2,3,4,3,8,3,7.5
Male,Service,Yes,2,3,4.599416538814424,0.33,41,7.8,3,5,1,19,5,8.0
Female,Product,No,2,6,7.0,0.62,58,4.2,1,3,4,15,1,4.5
Male,Service,No,2,4,7.7,0.56,48,5.6,1,3,5,13,1,6.0
Male,Service,Yes,1,2,6.1,0.41,58,5.5,2,3,4,18,0,5.5
Female,Product,Yes,2,5,4.8,0.38,43,7.0,4,4,3,9,4,7.0
Female,Service,No,2,4,5.8,0.41,51,5.5,2,2,4,5,0,5.5
Female,Service,Yes,3,5,7.5,0.55,48,6.0,1,3,4,16,0,6.0
Male,Service,Yes,1,2,2.5,0.08,37,7.0,4,5,3,12,3,7.0
Male,Product,No,3,5,7.4,0.59,54,5.6,2,1,5,11,0,6.0
Male,Product,No,2,5,7.6,0.59,54,5.9,1,2,4,11,1,6.0
Male,Service,Yes,2,4,6.1,0.43,54,5.9,2,1,4,15,1,6.0
Male,Service,Yes,4,8,7.6,0.69,49,5.5,2,2,5,9,0,5.5
Male,Product,Yes,4,8,6.6,0.51,52,5.9,2,2,4,17,1,6.0
Female,Service,Yes,1,4,6.0,0.39,38,6.0,3,3,2,5,3,6.0
Male,Service,Yes,1,2,3.7,0.24,39,7.3,5,3,1,17,3,7.5
Female,Service,Yes,3,6,5.9,0.51,56,6.0,1,2,4,11,1,6.0
Female,Product,Yes,4,7,7.5,0.75,54,5.0,1,1,5,5,1,5.0
Male,Service,Yes,1,3,6.4,0.48,58,5.8,2,3,4,6,0,6.0
Male,Service,No,3,6,6.7,0.67,59,5.4,2,1,4,5,0,5.5
Female,Product,No,3,6,7.1,0.49,55,4.7,2,3,4,19,1,5.0
Female,Service,No,2,4,5.4,0.48,58,5.2,2,1,4,15,1,5.5
Male,Product,No,2,5,7.8,0.74,55,6.1,2,3,4,10,0,6.5
Female,Product,Yes,1,3,2.9,0.2,40,7.6,4,3,2,18,2,8.0
Male,Product,Yes,2,5,4.9,0.44,54,5.6,1,3,4,14,0,6.0
Female,Service,Yes,4,7,8.5,0.81,50,6.4,1,2,5,14,1,6.5
Female,Service,Yes,2,4,5.7,0.5,58,5.6,2,1,5,4,0,6.0
Female,Service,No,5,9,8.8,0.9,58,5.9,2,2,4,18,0,6.0
Male,Service,No,0,1,4.0,0.29,37,8.2,3,4,1,8,3,8.5
Male,Product,No,3,9,9.1,0.95,51,5.9,1,3,4,17,0,6.0
Male,Service,Yes,2,3,5.4,0.37,44,6.7,5,3,2,3,4,7.0
Female,Service,Yes,1,2,4.0,0.19,43,6.7,3,3,3,13,3,7.0
Male,Product,No,2,4,7.5,0.6,54,5.6,2,1,4,15,0,6.0
Female,Service,Yes,3,6,5.7,0.48,48,4.7,1,2,4,5,0,5.0
Female,Service,Yes,3,7,6.2,0.61,59,5.6,1,3,5,3,1,6.0
Male,Service,No,4,10,9.7,0.91,51,6.0,2,3,4,11,1,6.0
Female,Product,No,3,7,6.1,0.59,59,5.8,1,3,5,17,1,6.0
Male,Product,No,4,9,7.6,0.7,56,6.4,1,2,5,10,1,6.5
Male,Service,No,4,6,8.4,0.67,58,5.8,1,2,5,4,0,6.0
Male,Product,Yes,3,5,6.9,0.46,54,6.4,1,2,4,14,0,6.5
Female,Service,No,1,1,0.9,0.0,36,7.8,5,5,1,4,2,8.0
Female,Product,No,3,5,5.8,0.35,44,6.6,4,4,3,3,3,7.0
Female,Product,Yes,2,3,4.4,0.34,38,6.2,4,5,1,9,4,6.5
Male,Product,No,2,5,6.6,0.65,50,5.6,1,2,5,12,0,6.0
Female,Product,Yes,1,2,4.9,0.43,58,5.1,2,1,4,8,0,5.5
Male,Product,Yes,3,6,7.280282550295993,0.62,59,5.1,1,1,5,15,1,5.5
Female,Service,No,2,5,7.0,0.63,59,5.9,2,2,5,19,0,6.0
Female,Service,No,2,3,3.8,0.22,42,6.8,5,3,1,16,3,7.0
Male,Service,Yes,3,5,5.0,0.33,41,6.8,5,4,1,11,5,7.0
Female,Product,Yes,3,4,5.3,0.46,57,5.4,2,2,4,18,0,5.5
Female,Service,Yes,2,3,3.3,0.24,44,7.0,4,5,3,16,2,7.0
Male,Product,No,2,4,3.9,0.22,38,8.0,3,4,3,11,4,8.0
Female,Service,Yes,5,9,8.7,0.93,52,6.4,1,3,5,7,1,6.5
Female,Service,Yes,2,3,4.8047527153228025,0.35,39,7.1,5,5,2,8,4,7.5
Male,Product,Yes,2,5,6.4,0.47,49,6.0,1,2,4,9,0,6.0
Female,Product,Yes,1,3,2.2,0.16,36,6.6,4,3,2,7,2,7.0
Male,Service,No,1,1,3.7,0.18,38,6.8,5,3,2,10,3,7.0
Female,Service,Yes,1,3,5.5,0.45,58,5.7,1,3,4,9,1,6.0
Female,Product,No,2,3,3.0,0.25,41,7.1,4,3,1,14,5,7.5
Male,Service,Yes,1,3,6.5,0.41,53,5.9,1,2,5,3,0,6.0
Female,Product,Yes,1,2,4.4,0.39,41,7.8,5,5,1,10,3,8.0
Female,Service,Yes,0,1,0.0,0.0,37,6.7,3,5,2,16,4,7.0
Female,Service,Yes,2,4,5.1,0.39,44,7.1,4,5,1,3,5,7.5
Female,Service,Yes,1,2,4.7,0.28,44,7.0,5,3,3,5,5,7.0
Female,Product,Yes,1,2,3.7758351147460063,0.24,41,7.3,4,5,1,19,3,7.5
Female,Service,No,4,7,8.0,0.66,48,6.0,1,2,5,3,0,6.0
Male,Product,No,2,5,7.6,0.65,57,6.1,2,2,5,8,0,6.5
Female,Service,Yes,3,6,7.9,0.65,59,5.4,1,3,5,13,0,5.5
Female,Service,Yes,2,5,5.8782947872146725,0.47,59,5.5,2,1,4,8,0,5.5
Female,Service,Yes,1,2,4.7,0.32,38,7.2,3,4,1,16,5,7.5
Male,Service,No,2,3,5.271077691784301,0.4,40,6.7,5,3,2,3,3,7.0
Female,Service,Yes,3,6,7.6,0.65,48,5.1,1,3,4,12,0,5.5
Male,Service,No,1,3,6.7,0.5,49,5.0,1,2,4,15,0,5.0
Male,Product,No,2,5,6.0,0.41,54,6.4,2,2,5,8,1,6.5
Male,Service,Yes,0,1,2.7,0.2,39,7.0,3,5,1,13,3,7.0
Male,Service,No,4,7,7.9,0.71,51,5.3,1,2,5,3,0,5.5
Male,Service,No,2,4,5.7,0.33,43,7.0,4,4,3,3,5,7.0
Male,Service,Yes,3,5,6.8,0.47,49,6.2,1,1,4,15,1,6.5
Male,Service,Yes,1,2,5.8,0.34,42,6.7,3,5,1,18,2,7.0
Female,Service,No,4,7,6.3,0.56,48,5.6,1,3,5,10,1,6.0
Male,Product,Yes,2,3,6.3,0.39,37,6.6,3,4,3,8,4,7.0
Female,Service,Yes,4,9,8.840873487434473,0.8,48,5.8,1,2,4,17,1,6.0
Female,Service,Yes,3,6,4.2,0.32,35,7.5,4,3,2,8,3,7.5
Female,Service,Yes,1,2,4.3,0.2,37,7.3,3,4,1,6,3,7.5
Female,Service,No,3,6,7.3,0.66,55,5.2,2,1,4,16,0,5.5
Female,Service,Yes,2,5,6.3,0.5,55,5.1,1,2,5,16,0,5.5
Male,Product,No,3,6,9.7,0.88,59,5.2,2,3,4,3,1,5.5
Male,Product,Yes,1,3,4.4,0.2,41,6.9,3,5,1,4,4,7.0
Female,Service,Yes,1,3,4.704350141760999,0.34,35,7.4,4,3,3,18,4,7.5
Male,Service,Yes,2,2,4.0,0.28,35,6.3,4,4,2,6,2,6.5
Male,Service,No,4,8,8.7,0.74,54,6.5,1,2,4,6,0,6.5
Female,Product,No,1,1,2.4,0.17,43,6.8,4,4,3,9,2,7.0
Male,Service,Yes,2,5,4.7,0.38,36,6.5,3,5,3,19,4,6.5
Male,Product,No,3,7,7.8,0.59,51,5.6,2,1,5,16,1,6.0
Male,Service,Yes,1,2,4.2,0.19,42,6.3,3,3,3,12,4,6.5
Female,Service,No,2,4,4.5,0.29,38,7.4,5,3,2,12,2,7.5
Female,Product,No,3,7,6.9,0.55,53,5.8,1,2,5,13,0,6.0
Male,Service,Yes,2,4,7.057975610835757,0.59,56,5.4,2,3,5,5,0,5.5
Male,Service,No,2,3,2.0,0.13,42,7.3,4,3,3,12,3,7.5
Male,Product,Yes,3,6,4.8,0.34,40,7.4,3,4,1,9,3,7.5
Male,Service,Yes,3,6,4.9,0.36,37,7.3,3,5,3,19,3,7.5
Female,Product,Yes,2,4,5.1,0.39,39,7.3,3,4,3,17,2,7.5
Female,Service,No,4,7,6.6860624963854836,0.56,56,5.9,2,3,4,18,1,6.0
Female,Service,Yes,2,4,4.3,0.22,42,7.6,3,3,3,10,2,8.0
Male,Service,No,1,4,4.2,0.31,37,7.6,3,3,3,12,5,8.0
Female,Service,Yes,1,4,5.53983943486387,0.43,57,5.6,1,3,5,8,0,6.0
Male,Service,No,4,8,7.2,0.65,59,5.1,2,3,4,19,1,5.5
Male,Service,Yes,3,5,7.3,0.5,58,4.8,2,2,5,7,1,5.0
Male,Service,Yes,1,2,5.174750653007763,0.39,37,7.0,3,5,1,17,5,7.0
Male,Service,No,1,4,6.5,0.44,50,6.0,2,2,5,9,1,6.0
Female,Service,Yes,2,3,5.4,0.46,54,5.5,1,3,5,3,0,5.5
Female,Service,No,2,3,4.5,0.37,41,6.2,5,3,3,6,3,6.5
Female,Service,Yes,2,5,6.4,0.46,58,5.1,2,3,4,19,0,5.5
Male,Product,No,2,5,7.3,0.53,53,5.5,2,3,4,18,1,5.5
Male,Product,Yes,1,3,4.8,0.43,55,5.4,2,1,4,4,1,5.5
Male,Product,Yes,3,6,6.1,0.53,58,5.5,2,3,5,13,1,5.5
Male,Service,No,4,7,6.5,0.61,57,6.1,1,3,4,10,0,6.5
Female,Service,No,3,7,7.6,0.71,48,5.4,1,2,5,7,0,5.5
Female,Service,No,2,5,6.0,0.52,53,5.7,2,2,5,11,1,6.0
Male,Product,No,2,4,6.6,0.56,50,5.2,2,3,4,15,1,5.5
Male,Product,No,2,3,5.0,0.34,42,7.6,4,4,3,9,5,8.0
Male,Service,Yes,1,3,6.3,0.4,36,7.0,5,5,2,14,3,7.0
Female,Service,No,2,4,7.5,0.6,54,5.0,2,1,4,10,0,5.0
Male,Service,Yes,5,8,9.0,0.76,48,5.2,2,2,5,11,1,5.5
Male,Service,No,3,7,7.3,0.65,56,5.8,2,2,5,10,1,6.0
Male,Service,No,2,3,6.7,0.48,55,5.2,1,2,5,3,0,5.5
Male,Service,No,3,7,6.8,0.62,50,5.9,1,1,4,10,0,6.0
Female,Service,No,3,5,5.3,0.38,36,6.7,5,4,2,5,3,7.0
Male,Service,No,1,2,4.4,0.31,37,7.1,3,5,3,10,4,7.5
Male,Product,No,3,6,7.5,0.56,55,5.2,2,3,5,15,0,5.5
Male,Service,No,2,5,6.9,0.66,51,5.3,2,3,5,16,1,5.5
Male,Service,No,3,6,6.4,0.61,56,5.6,2,2,5,12,1,6.0
Female,Service,No,4,7,6.9,0.57,53,5.0,2,2,5,6,1,5.0
Male,Service,Yes,1,2,6.9,0.48,53,5.7,2,2,4,6,1,6.0
Female,Service,No,3,6,8.4,0.69,59,5.2,2,3,4,15,1,5.5
Male,Service,Yes,2,3,3.9,0.26,42,7.1,5,5,1,17,4,7.5
Female,Service,Yes,2,4,4.4,0.38,36,7.9,5,4,2,6,3,8.0
Female,Service,Yes,2,4,4.669760784945593,0.34,38,7.0,3,4,2,5,3,7.0
Female,Service,No,2,6,7.9,0.59,55,5.1,1,1,4,11,0,5.5
Male,Product,Yes,2,3,3.2,0.12,39,7.5,3,4,3,18,5,7.5
Male,Product,No,3,6,8.0,0.61,57,5.9,1,2,5,13,0,6.0
Female,Product,No,0,1,0.9,0.0,37,6.8,3,3,1,19,3,7.0
Female,Product,Yes,2,4,5.5,0.4,38,7.1,5,5,2,7,2,7.5
Female,Product,No,3,7,9.2,0.89,54,5.3,1,2,4,7,0,5.5
Male,Product,No,2,5,8.0,0.59,51,6.4,1,1,4,9,1,6.5
Female,Service,No,2,4,4.3,0.38,40,7.5,5,5,3,10,3,7.5
Female,Service,No,2,4,5.6,0.42,55,5.5,1,1,4,13,0,5.5
Female,Product,No,4,7,7.6,0.68,58,5.3,2,3,4,4,0,5.5
Female,Service,Yes,2,3,3.1,0.22,39,6.9,5,3,1,19,3,7.0
Male,Product,Yes,1,2,1.6,0.08,35,7.0,5,5,1,19,5,7.0
Female,Product,Yes,1,2,3.3,0.12,41,5.9,5,5,2,3,2,6.0
Male,Service,Yes,1,2,3.4,0.28,39,7.5,3,3,1,11,3,7.5
Male,Service,Yes,2,5,6.4,0.45,48,5.4,2,1,5,15,0,5.5
Male,Service,No,1,2,4.7,0.25,37,7.5,4,5,2,9,3,7.5
Male,Service,No,4,7,8.3,0.64,59,5.9,2,3,4,9,0,6.0
Female,Service,Yes,2,3,6.2,0.5,49,6.1,2,1,4,5,0,6.5
Female,Product,Yes,3,6,6.515264770015876,0.54,49,6.3,1,1,4,18,1,6.5
Male,Service,Yes,0,1,2.3,0.09,41,7.4,3,5,1,7,4,7.5
Female,Product,No,1,3,5.3,0.42,49,6.1,1,1,4,19,1,6.5
Female,Product,Yes,1,3,5.5,0.38,40,7.7,3,4,3,17,3,8.0
Male,Service,No,3,4,6.9,0.47,50,5.0,1,1,5,19,0,5.0
Male,Product,No,0,2,4.7,0.33,44,7.0,3,5,3,14,2,7.0
Female,Service,No,0,1,1.6,0.03,42,7.0,4,5,1,3,2,7.0
Male,Service,Yes,2,4,4.8,0.43,48,5.4,2,2,5,6,0,5.5
Female,Service,Yes,3,6,6.0,0.36,36,6.7,3,5,2,3,2,7.0
Male,Product,No,2,4,6.4,0.58,49,5.1,1,2,5,13,1,5.5
Female,Service,Yes,1,4,6.6,0.48,58,4.9,2,2,5,13,1,5.0
Male,Product,No,3,7,9.1,0.8,57,5.0,2,1,5,8,0,5.0
Male,Service,Yes,4,7,7.6,0.68,48,5.6,1,2,4,4,0,6.0
Female,Service,Yes,0,1,3.5,0.13,43,6.1,3,3,1,17,4,6.5
Male,Product,Yes,3,5,6.7,0.61,54,4.8,1,2,4,7,0,5.0
Male,Service,Yes,1,2,4.7,0.3,39,7.3,3,5,3,13,5,7.5
Male,Service,No,3,6,6.7,0.56,53,5.0,2,1,4,6,1,5.0
Female,Product,Yes,2,2,3.3,0.24,36,6.5,5,5,3,15,3,6.5
Female,Service,No,3,6,5.2,0.3,43,7.1,5,3,1,10,5,7.5
Male,Service,Yes,2,3,5.3,0.43,56,5.5,1,3,4,16,0,5.5
Female,Service,No,2,5,6.6,0.58,48,4.9,1,2,4,13,1,5.0
Male,Service,Yes,3,5,4.0,0.3,35,7.5,5,3,2,11,3,7.5
Female,Product,Yes,4,8,8.3,0.76,58,4.7,2,2,4,17,0,5.0
Male,Service,No,3,5,7.6,0.59,56,4.8,2,2,4,12,1,5.0
Male,Service,Yes,2,3,4.599441992152741,0.33,44,6.5,4,5,1,3,5,6.5
Female,Service,No,0,1,0.8,0.05,36,6.7,5,3,2,4,3,7.0
Male,Product,Yes,4,8,7.9,0.7,58,5.2,1,2,5,16,0,5.5
Female,Service,Yes,2,5,8.6,0.66,49,5.2,2,2,4,19,0,5.5
Male,Service,Yes,1,2,4.9,0.34,36,7.4,4,4,1,8,2,7.5
Male,Product,Yes,2,2,3.3,0.24,39,6.3,4,4,2,8,3,6.5
Male,Product,No,3,6,7.2,0.66,51,5.2,2,3,4,12,0,5.5
Female,Product,Yes,2,2,3.7,0.26,42,8.3,5,5,2,11,4,8.5
Male,Service,No,4,10,10.0,1.0,50,5.8,2,1,4,16,1,6.0
Female,Service,Yes,2,4,7.5,0.58,52,5.9,1,1,4,6,1,6.0
Female,Service,Yes,1,2,3.0,0.24,39,6.8,5,4,2,9,2,7.0
Male,Product,No,1,3,5.4,0.3,40,7.2,5,3,3,5,3,7.5
Female,Service,Yes,2,4,4.5,0.32,39,6.0,5,3,2,11,4,6.0
Male,Service,Yes,1,5,7.1,0.51,55,6.2,1,1,4,15,1,6.5
Male,Service,Yes,2,4,5.8,0.53,51,5.7,1,1,5,19,0,6.0
Female,Product,Yes,2,5,6.5,0.58,50,5.5,1,3,4,13,1,5.5
Male,Product,No,2,4,5.6,0.37,37,6.9,4,5,2,17,2,7.0
Female,Service,No,4,7,7.2,0.62,53,5.0,2,3,5,4,0,5.0
Female,Service,Yes,0,1,3.5,0.16,38,7.6,3,4,3,6,3,8.0
Male,Service,No,2,3,4.2,0.25,42,7.4,4,3,2,7,3,7.5
Male,Service,Yes,2,4,6.8,0.63,59,4.5,1,1,4,5,1,4.5
Female,Service,No,1,3,6.8,0.47,56,5.1,1,2,4,4,1,5.5
Female,Product,Yes,2,3,2.7,0.2,37,7.0,5,3,3,4,5,7.0
Female,Product,Yes,4,7,7.4,0.58,55,5.7,2,2,5,12,0,6.0
Male,Service,Yes,3,5,6.4,0.44,49,5.4,2,1,5,19,0,5.5
Female,Service,Yes,0,1,1.5721307632258432,0.0,41,7.5,4,3,2,8,2,7.5
Female,Service,Yes,1,3,6.6,0.47,55,5.5,1,2,5,5,1,5.5
Male,Product,No,3,6,7.7,0.63,57,6.7,1,1,4,11,0,7.0
Female,Service,Yes,2,4,5.5,0.46,52,5.0,1,2,4,5,0,5.0
Female,Service,Yes,3,8,8.8,0.72,48,5.3,2,3,4,17,1,5.5
Male,Product,No,4,8,8.8,0.75,51,6.3,1,1,5,6,1,6.5
Female,Service,No,2,5,5.8,0.54,58,6.5,2,2,4,7,1,6.5
Female,Product,Yes,0,1,4.0,0.23,35,7.1,4,5,2,3,4,7.5
Female,Service,No,3,6,7.0,0.58,57,5.9,1,2,4,4,1,6.0
Female,Service,No,2,3,4.2,0.35,37,7.2,4,4,2,16,3,7.5
Female,Service,Yes,1,4,5.6,0.45,58,5.3,2,3,5,13,0,5.5
Male,Service,Yes,2,4,5.0,0.27,39,7.8,5,3,1,15,2,8.0
Female,Service,Yes,2,5,7.7,0.58,53,5.2,1,1,5,12,0,5.5
Male,Service,No,3,6,8.2,0.69,56,5.7,1,1,5,18,1,6.0
Female,Service,No,1,2,7.1,0.48,49,4.7,2,1,5,12,1,5.0
Male,Service,Yes,4,7,7.7,0.75,50,5.1,2,1,4,16,1,5.5
Male,Service,Yes,3,7,6.1,0.6,49,5.7,1,2,5,8,0,6.0
Female,Service,No,2,4,6.6,0.62,57,5.3,2,1,5,16,1,5.5
Female,Service,Yes,2,3,5.9617096289324065,0.47,56,5.1,1,1,4,17,1,5.5
Female,Product,No,3,8,8.0,0.7,56,5.5,1,1,5,11,0,5.5
Female,Service,Yes,3,6,6.4,0.43,55,4.4,1,3,5,19,1,4.5
Male,Product,Yes,0,1,0.0,0.0,36,7.2,3,5,3,17,5,7.5
Female,Service,Yes,3,4,5.1,0.44,55,4.9,1,3,4,7,1,5.0
Male,Service,Yes,0,1,2.6,0.11,40,6.0,5,4,3,9,2,6.0
Female,Service,Yes,1,3,5.4,0.3,35,6.7,4,3,1,7,4,7.0
Male,Product,Yes,2,5,6.5,0.55,54,6.3,1,3,5,18,0,6.5
Female,Product,Yes,2,3,5.3,0.48,59,5.4,2,2,4,13,0,5.5
Male,Service,Yes,2,5,4.1,0.35,43,6.8,3,3,2,4,4,7.0
Male,Product,Yes,2,5,5.5,0.47,50,5.0,2,2,4,7,0,5.0
Female,Product,Yes,2,3,4.9,0.36,44,6.2,4,4,2,7,4,6.5
Female,Product,No,3,5,6.6,0.49,59,5.0,2,2,4,13,0,5.0
Male,Product,Yes,1,1,3.2,0.15,36,7.5,4,3,2,10,3,7.5
Female,Product,No,4,7,7.1,0.67,51,6.0,1,3,4,4,1,6.0
Male,Service,Yes,3,6,7.4,0.66,53,4.8,2,2,4,5,1,5.0
Male,Product,No,2,4,8.0,0.68,54,5.3,2,1,5,19,1,5.5
Male,Service,No,3,8,9.7,0.82,53,5.0,1,1,5,9,1,5.0
Male,Product,Yes,3,7,7.9,0.75,50,5.5,1,3,5,17,0,5.5
Female,Service,Yes,2,4,5.7,0.48,56,5.8,1,1,5,6,1,6.0
Female,Service,Yes,1,3,4.2,0.33,43,6.1,4,3,2,10,5,6.5
Female,Product,No,3,6,6.2,0.59,52,4.9,1,3,4,5,0,5.0
Female,Service,Yes,3,5,6.183948692823798,0.5,51,5.7,2,3,4,6,0,6.0
Female,Service,Yes,2,4,6.666121321967327,0.55,59,4.8,2,2,4,13,1,5.0
Male,Service,No,2,6,7.3,0.51,57,5.5,2,3,4,7,0,5.5
Male,Service,No,0,1,2.9,0.19,40,6.8,5,4,2,19,5,7.0
Male,Service,Yes,1,4,4.8,0.35,42,6.4,5,3,2,16,2,6.5
Male,Service,Yes,1,4,5.4,0.47,50,4.3,1,2,5,8,1,4.5
Female,Product,No,1,3,4.8,0.33,37,7.2,4,5,3,16,3,7.5
Female,Service,No,2,4,6.0,0.48,59,5.5,2,3,5,17,1,5.5
Male,Service,No,3,7,8.8,0.81,53,5.3,2,2,5,7,1,5.5
Female,Service,Yes,2,5,4.7,0.38,35,7.8,4,3,2,7,5,8.0
Female,Service,Yes,2,5,7.7,0.6,57,6.0,2,3,4,7,1,6.0
Female,Service,Yes,2,5,4.8,0.31,44,7.2,3,3,1,3,3,7.5
Female,Product,No,4,9,10.0,0.94,58,4.6,2,2,4,3,1,5.0
Male,Service,Yes,3,7,6.8,0.62,57,5.7,2,2,4,16,1,6.0
Male,Product,Yes,2,4,6.7,0.47,51,5.9,2,1,4,8,1,6.0
Male,Product,No,3,7,6.8,0.54,54,6.0,2,2,5,8,1,6.0
Male,Product,No,3,6,6.9,0.7,48,5.0,2,2,4,7,0,5.0
Female,Product,Yes,3,6,7.3,0.58,57,5.4,2,1,5,10,0,5.5
